order_product_id,order_id,product_id,klant_id,korting,aankoopprijs,verkoop,winst,winstmarge,aantal,besteldatum,verzenddatum,verstuurmethode,winstmarge
1318,AZ-2011-6561347,388,681,0.0,111,117,6,5.13,4,2011-12-10,2011-12-14,Economy,5.13
1319,BN-2011-9080680,504,682,0.1,411,398,-13,-3.27,3,2011-12-10,2011-12-14,Economy,-3.27
1320,BN-2011-7943667,293,683,0.15,501,443,-58,-13.09,8,2011-12-10,2011-12-15,Economy,-13.09
1321,AZ-2011-6142647,51,684,0.0,24,28,4,14.29,1,2011-12-12,2011-12-17,Economy,14.29
1322,AZ-2011-8806181,834,685,0.0,21,27,6,22.22,3,2011-12-12,2011-12-17,Economy,22.22
1323,AZ-2011-8806181,852,685,0.0,100,142,42,29.58,5,2011-12-12,2011-12-17,Economy,29.58
1324,BN-2011-7263458,474,686,0.15,370,349,-21,-6.02,3,2011-12-12,2011-12-18,Economy,-6.02
1325,BN-2011-3742620,82,687,0.4,360,248,-112,-45.16,3,2011-12-13,2011-12-17,Economy Plus,-45.16
1326,BN-2011-4097137,102,688,0.5,469,411,-58,-14.11,2,2011-12-13,2011-12-18,Economy,-14.11
1327,BN-2011-4097137,853,688,0.5,210,122,-88,-72.13,5,2011-12-13,2011-12-18,Economy,-72.13
1328,BN-2011-4097137,287,688,0.5,86,60,-26,-43.33,5,2011-12-13,2011-12-18,Economy,-43.33
1329,BN-2011-4097137,367,688,0.5,1231,855,-376,-43.98,3,2011-12-13,2011-12-18,Economy,-43.98
1330,BN-2011-4097137,528,688,0.5,139,122,-17,-13.93,5,2011-12-13,2011-12-18,Economy,-13.93
1331,BN-2011-4097137,194,688,0.5,59,37,-22,-59.46,5,2011-12-13,2011-12-18,Economy,-59.46
1332,BN-2011-4097137,854,688,0.5,10,7,-3,-42.86,2,2011-12-13,2011-12-18,Economy,-42.86
1333,BN-2011-3210796,855,689,0.6,1127,727,-400,-55.02,2,2011-12-13,2011-12-17,Economy,-55.02
1334,BN-2011-4328697,856,690,0.0,70,101,31,30.69,2,2011-12-13,2011-12-19,Economy,30.69
1335,BN-2011-4328697,699,690,0.0,15,29,14,48.28,4,2011-12-13,2011-12-19,Economy,48.28
1336,BN-2011-4328697,296,690,0.15,329,325,-4,-1.23,2,2011-12-13,2011-12-19,Economy,-1.23
1337,BN-2011-473171,857,691,0.6,301,211,-90,-42.65,6,2011-12-13,2011-12-16,Economy Plus,-42.65
1338,BN-2011-4438698,855,692,0.5,1690,1363,-327,-23.99,3,2011-12-13,2011-12-18,Economy Plus,-23.99
1339,BN-2011-4438698,858,692,0.0,271,285,14,4.91,6,2011-12-13,2011-12-18,Economy Plus,4.91
1340,BN-2011-4438698,859,692,0.4,534,344,-190,-55.23,10,2011-12-13,2011-12-18,Economy Plus,-55.23
1341,BN-2011-2470191,860,693,0.5,16,10,-6,-60.0,2,2011-12-13,2011-12-19,Economy,-60.0
1342,BN-2011-2470191,861,693,0.5,169,122,-47,-38.52,4,2011-12-13,2011-12-19,Economy,-38.52
1343,BN-2011-5636693,862,694,0.15,1001,956,-45,-4.71,7,2011-12-14,2011-12-18,Economy,-4.71
1344,BN-2011-5636693,416,694,0.15,273,232,-41,-17.67,2,2011-12-14,2011-12-18,Economy,-17.67
1345,AZ-2011-7080428,456,695,0.0,57,113,56,49.56,1,2011-12-15,2011-12-20,Economy,49.56
1346,AZ-2011-6377121,478,696,0.1,161,168,7,4.17,6,2011-12-15,2011-12-19,Economy,4.17
1347,AZ-2011-7779959,863,697,0.1,1366,1983,617,31.11,5,2011-12-15,2011-12-19,Economy,31.11
1348,AZ-2011-7779959,864,697,0.1,20,24,4,16.67,4,2011-12-15,2011-12-19,Economy,16.67
1349,AZ-2011-8335226,865,698,0.1,47,68,21,30.88,3,2011-12-15,2011-12-22,Economy,30.88
1350,AZ-2011-8335226,216,698,0.1,59,95,36,37.89,2,2011-12-15,2011-12-22,Economy,37.89
1351,AZ-2011-8335226,312,698,0.2,421,488,67,13.73,3,2011-12-15,2011-12-22,Economy,13.73
1352,AZ-2011-8335226,363,698,0.1,89,104,15,14.42,2,2011-12-15,2011-12-22,Economy,14.42
1353,AZ-2011-8335226,428,698,0.1,248,228,-20,-8.77,5,2011-12-15,2011-12-22,Economy,-8.77
1354,AZ-2011-8128467,544,699,0.0,85,104,19,18.27,2,2011-12-15,2011-12-20,Economy,18.27
1355,AZ-2011-8128467,163,699,0.1,646,736,90,12.23,6,2011-12-15,2011-12-20,Economy,12.23
1356,AZ-2011-8128467,765,699,0.15,733,1112,379,34.08,2,2011-12-15,2011-12-20,Economy,34.08
1357,AZ-2011-6123217,52,700,0.0,388,547,159,29.07,3,2011-12-15,2011-12-19,Economy,29.07
1358,AZ-2011-6604383,343,701,0.0,576,613,37,6.04,3,2011-12-16,2011-12-20,Economy,6.04
1359,AZ-2011-2792664,866,702,0.0,599,599,0,0.0,2,2011-12-16,2011-12-19,Economy Plus,0.0
1360,AZ-2011-1315772,864,703,0.0,10,13,3,23.08,2,2011-12-17,2011-12-21,Economy,23.08
1361,AZ-2011-1315772,596,703,0.1,465,748,283,37.83,4,2011-12-17,2011-12-21,Economy,37.83
1362,AZ-2011-1315772,867,703,0.0,632,800,168,21.0,3,2011-12-17,2011-12-21,Economy,21.0
1363,AZ-2011-1315772,412,703,0.0,1088,1908,820,42.98,3,2011-12-17,2011-12-21,Economy,42.98
1364,AZ-2011-7176168,735,704,0.0,10,18,8,44.44,2,2011-12-17,2011-12-24,Economy,44.44
1365,AZ-2011-5720864,854,705,0.0,30,41,11,26.83,6,2011-12-17,2011-12-21,Economy,26.83
1366,AZ-2011-5720864,868,705,0.0,61,117,56,47.86,7,2011-12-17,2011-12-21,Economy,47.86
1367,AZ-2011-5720864,869,705,0.0,566,716,150,20.95,7,2011-12-17,2011-12-21,Economy,20.95
1368,BN-2011-493079,870,706,0.5,572,469,-103,-21.96,7,2011-12-17,2011-12-19,Economy Plus,-21.96
1369,BN-2011-493079,628,706,0.5,97,57,-40,-70.18,2,2011-12-17,2011-12-19,Economy Plus,-70.18
1370,BN-2011-493079,85,706,0.5,89,55,-34,-61.82,2,2011-12-17,2011-12-19,Economy Plus,-61.82
1371,AZ-2011-8737,197,707,0.0,75,99,24,24.24,2,2011-12-19,2011-12-24,Economy Plus,24.24
1372,AZ-2011-8737,606,707,0.1,81,83,2,2.41,4,2011-12-19,2011-12-24,Economy Plus,2.41
1373,AZ-2011-3096034,871,708,0.0,37,41,4,9.76,4,2011-12-19,2011-12-23,Economy,9.76
1374,AZ-2011-3096034,872,708,0.0,56,91,35,38.46,2,2011-12-19,2011-12-23,Economy,38.46
1375,AZ-2011-6760420,873,709,0.0,1342,1542,200,12.97,9,2011-12-19,2011-12-23,Economy,12.97
1376,AZ-2011-6760420,576,709,0.0,823,1395,572,41.0,3,2011-12-19,2011-12-23,Economy,41.0
1377,AZ-2011-6760420,861,709,0.0,127,184,57,30.98,3,2011-12-19,2011-12-23,Economy,30.98
1378,AZ-2011-6760420,874,709,0.0,156,179,23,12.85,12,2011-12-19,2011-12-23,Economy,12.85
1379,BN-2011-3962140,732,710,0.5,17,13,-4,-30.77,2,2011-12-19,2011-12-21,Economy Plus,-30.77
1380,AZ-2011-4735956,721,711,0.1,66,88,22,25.0,2,2011-12-20,2011-12-27,Economy,25.0
1381,AZ-2011-1976919,278,712,0.0,85,97,12,12.37,2,2011-12-20,2011-12-24,Economy Plus,12.37
1382,AZ-2011-3989901,875,713,0.0,23,40,17,42.5,5,2011-12-20,2011-12-25,Economy Plus,42.5
1383,AZ-2011-9121322,62,714,0.0,16,26,10,38.46,2,2011-12-20,2011-12-24,Economy,38.46
1384,AZ-2011-9121322,876,714,0.0,107,185,78,42.16,4,2011-12-20,2011-12-24,Economy,42.16
1385,AZ-2011-9121322,667,714,0.15,150,130,-20,-15.38,4,2011-12-20,2011-12-24,Economy,-15.38
1386,AZ-2011-658574,51,715,0.0,47,55,8,14.55,2,2011-12-20,2011-12-25,Economy,14.55
1387,AZ-2011-658574,176,715,0.0,28,42,14,33.33,6,2011-12-20,2011-12-25,Economy,33.33
1388,AZ-2011-8949674,877,716,0.1,603,705,102,14.47,4,2011-12-20,2011-12-24,Economy Plus,14.47
1389,AZ-2011-8949674,145,716,0.1,249,380,131,34.47,3,2011-12-20,2011-12-24,Economy Plus,34.47
1390,BN-2011-7621077,101,717,0.5,23,19,-4,-21.05,2,2011-12-20,2011-12-24,Economy,-21.05
1391,AZ-2011-4460165,724,718,0.0,29,38,9,23.68,2,2011-12-21,2011-12-23,Economy Plus,23.68
1392,AZ-2011-7159551,878,719,0.0,107,107,0,0.0,2,2011-12-21,2011-12-23,Economy Plus,0.0
1393,AZ-2011-7159551,879,719,0.0,42,51,9,17.65,3,2011-12-21,2011-12-23,Economy Plus,17.65
1394,BN-2011-8948847,880,720,0.5,51,47,-4,-8.51,5,2011-12-21,2011-12-26,Economy Plus,-8.51
1395,BN-2011-8948847,302,720,0.5,12,6,-6,-100.0,1,2011-12-21,2011-12-26,Economy Plus,-100.0
1396,BN-2011-8948847,881,720,0.5,140,80,-60,-75.0,2,2011-12-21,2011-12-26,Economy Plus,-75.0
1397,BN-2011-8948847,882,720,0.5,249,166,-83,-50.0,5,2011-12-21,2011-12-26,Economy Plus,-50.0
1398,BN-2011-383161,260,721,0.0,24,32,8,25.0,5,2011-12-21,2011-12-25,Economy,25.0
1399,BN-2011-383161,723,721,0.1,1258,1244,-14,-1.13,7,2011-12-21,2011-12-25,Economy,-1.13
1400,AZ-2011-7783675,7,722,0.0,98,155,57,36.77,3,2011-12-22,2011-12-24,Economy Plus,36.77
1401,AZ-2011-7783675,631,722,0.0,118,137,19,13.87,10,2011-12-22,2011-12-24,Economy Plus,13.87
1402,AZ-2011-7783675,55,722,0.0,27,32,5,15.62,3,2011-12-22,2011-12-24,Economy Plus,15.62
1403,AZ-2011-7647834,768,723,0.0,90,166,76,45.78,10,2011-12-22,2011-12-26,Economy,45.78
1404,BN-2011-4899110,883,724,0.1,139,132,-7,-5.3,2,2011-12-22,2011-12-26,Economy,-5.3
1405,AZ-2011-8155253,884,725,0.0,38,67,29,43.28,3,2011-12-23,2011-12-25,Economy Plus,43.28
1406,AZ-2011-8155253,885,725,0.0,46,68,22,32.35,7,2011-12-23,2011-12-25,Economy Plus,32.35
1407,AZ-2011-8155253,886,725,0.0,76,96,20,20.83,7,2011-12-23,2011-12-25,Economy Plus,20.83
1408,AZ-2011-8155253,82,725,0.1,839,868,29,3.34,7,2011-12-23,2011-12-25,Economy Plus,3.34
1409,BN-2011-8172607,322,726,0.5,1095,897,-198,-22.07,7,2011-12-23,2011-12-26,Economy Plus,-22.07
1410,BN-2011-8172607,810,726,0.5,178,117,-61,-52.14,2,2011-12-23,2011-12-26,Economy Plus,-52.14
1411,BN-2011-8172607,765,726,0.5,1099,981,-118,-12.03,3,2011-12-23,2011-12-26,Economy Plus,-12.03
1412,AZ-2011-8510218,887,727,0.0,28,42,14,33.33,4,2011-12-24,2011-12-29,Economy,33.33
1413,AZ-2011-8557456,888,728,0.0,12,14,2,14.29,1,2011-12-26,2011-12-31,Economy Plus,14.29
1414,AZ-2011-8557456,554,728,0.1,436,714,278,38.94,4,2011-12-26,2011-12-31,Economy Plus,38.94
1415,AZ-2011-8129966,595,729,0.0,24,38,14,36.84,2,2011-12-26,2011-12-31,Economy,36.84
1416,AZ-2011-8129966,889,729,0.0,102,192,90,46.88,5,2011-12-26,2011-12-31,Economy,46.88
1417,AZ-2011-9652940,488,730,0.0,185,246,61,24.8,2,2011-12-26,2011-12-28,Priority,24.8
1418,AZ-2011-1406494,475,731,0.0,31,39,8,20.51,3,2011-12-26,2011-12-30,Economy,20.51
1419,AZ-2011-1406494,890,731,0.0,222,364,142,39.01,2,2011-12-26,2011-12-30,Economy,39.01
1420,BN-2011-3231719,891,732,0.0,1591,3119,1528,48.99,7,2011-12-26,2011-12-31,Economy,48.99
1421,BN-2011-3231719,70,732,0.0,777,1553,776,49.97,9,2011-12-26,2011-12-31,Economy,49.97
1422,BN-2011-6008282,892,733,0.5,1795,1381,-414,-29.98,6,2011-12-26,2011-12-26,Immediate,-29.98
1423,AZ-2011-3485437,893,734,0.0,16,21,5,23.81,2,2011-12-27,2011-12-29,Priority,23.81
1424,AZ-2011-3485437,793,734,0.0,48,88,40,45.45,4,2011-12-27,2011-12-29,Priority,45.45
1425,AZ-2011-3485437,894,734,0.0,46,87,41,47.13,2,2011-12-27,2011-12-29,Priority,47.13
1426,AZ-2011-4342621,558,735,0.0,50,56,6,10.71,2,2011-12-27,2011-12-30,Priority,10.71
1427,AZ-2011-4342621,62,735,0.0,32,52,20,38.46,4,2011-12-27,2011-12-30,Priority,38.46
1428,AZ-2011-4342621,530,735,0.0,30,51,21,41.18,9,2011-12-27,2011-12-30,Priority,41.18
1429,AZ-2011-4342621,305,735,0.0,63,98,35,35.71,2,2011-12-27,2011-12-30,Priority,35.71
1430,AZ-2011-4342621,264,735,0.0,47,79,32,40.51,3,2011-12-27,2011-12-30,Priority,40.51
1431,AZ-2011-4342621,895,735,0.0,61,89,28,31.46,4,2011-12-27,2011-12-30,Priority,31.46
1432,AZ-2011-4342621,896,735,0.0,206,282,76,26.95,2,2011-12-27,2011-12-30,Priority,26.95
1433,BN-2011-4542382,153,736,0.0,60,97,37,38.14,3,2011-12-27,2012-01-01,Economy,38.14
1434,BN-2011-4542382,897,736,0.0,200,263,63,23.95,5,2011-12-27,2012-01-01,Economy,23.95
1435,BN-2011-4542382,898,736,0.0,35,53,18,33.96,4,2011-12-27,2012-01-01,Economy,33.96
1436,BN-2011-4542382,729,736,0.1,839,812,-27,-3.33,7,2011-12-27,2012-01-01,Economy,-3.33
1437,BN-2011-4542382,841,736,0.15,190,274,84,30.66,4,2011-12-27,2012-01-01,Economy,30.66
1438,BN-2011-7459578,899,737,0.5,399,208,-191,-91.83,3,2011-12-27,2012-01-03,Economy,-91.83
1439,BN-2011-1934094,900,738,0.4,237,182,-55,-30.22,4,2011-12-27,2011-12-29,Priority,-30.22
1440,AZ-2011-340357,819,739,0.0,23,37,14,37.84,3,2011-12-28,2012-01-01,Economy Plus,37.84
1441,AZ-2011-340357,901,739,0.0,61,69,8,11.59,8,2011-12-28,2012-01-01,Economy Plus,11.59
1442,AZ-2011-6587022,902,740,0.1,277,479,202,42.17,4,2011-12-28,2012-01-02,Economy Plus,42.17
1443,AZ-2011-6587022,852,740,0.0,40,57,17,29.82,2,2011-12-28,2012-01-02,Economy Plus,29.82
1444,AZ-2011-8820375,595,741,0.1,12,17,5,29.41,1,2011-12-28,2011-12-29,Immediate,29.41
1445,AZ-2011-8820375,184,741,0.1,102,184,82,44.57,3,2011-12-28,2011-12-29,Immediate,44.57
1446,AZ-2011-6705309,903,742,0.0,816,1236,420,33.98,3,2011-12-28,2012-01-01,Economy Plus,33.98
1447,AZ-2011-6705309,279,742,0.0,124,234,110,47.01,5,2011-12-28,2012-01-01,Economy Plus,47.01
1448,AZ-2011-6705309,346,742,0.0,119,137,18,13.14,5,2011-12-28,2012-01-01,Economy Plus,13.14
1449,AZ-2011-6705309,619,742,0.0,198,198,0,0.0,7,2011-12-28,2012-01-01,Economy Plus,0.0
1450,BN-2011-6627390,144,743,0.5,1945,1314,-631,-48.02,6,2011-12-28,2012-01-01,Economy Plus,-48.02
1451,BN-2011-6627390,116,743,0.5,19,15,-4,-26.67,2,2011-12-28,2012-01-01,Economy Plus,-26.67
1452,AZ-2011-583228,537,744,0.0,69,88,19,21.59,2,2011-12-29,2012-01-04,Economy,21.59
1453,AZ-2011-2437108,171,745,0.0,14,24,10,41.67,2,2011-12-29,2011-12-29,Immediate,41.67
1454,AZ-2011-2437108,904,745,0.1,88,104,16,15.38,2,2011-12-29,2011-12-29,Immediate,15.38
1455,BN-2011-8019925,905,746,0.15,294,284,-10,-3.52,2,2011-12-29,2012-01-03,Economy,-3.52
1456,AZ-2011-9882660,126,747,0.0,30,42,12,28.57,4,2011-12-30,2012-01-01,Priority,28.57
1457,AZ-2011-4865633,906,748,0.1,99,143,44,30.77,2,2011-12-30,2012-01-03,Economy,30.77
1458,AZ-2011-5099606,907,749,0.0,186,299,113,37.79,2,2011-12-30,2012-01-04,Economy,37.79
1459,AZ-2011-2099050,839,750,0.0,38,46,8,17.39,3,2011-12-30,2012-01-02,Priority,17.39
1460,AZ-2011-2099050,908,750,0.0,25,31,6,19.35,2,2011-12-30,2012-01-02,Priority,19.35
1461,AZ-2011-2099050,385,750,0.0,49,85,36,42.35,3,2011-12-30,2012-01-02,Priority,42.35
1462,AZ-2011-2099050,655,750,0.0,180,359,179,49.86,3,2011-12-30,2012-01-02,Priority,49.86
1463,AZ-2012-5204554,121,751,0.0,16,26,10,38.46,3,2012-01-02,2012-01-06,Economy,38.46
1464,AZ-2012-4052737,262,752,0.0,51,61,10,16.39,7,2012-01-02,2012-01-09,Economy,16.39
1465,AZ-2012-9703456,326,753,0.0,73,94,21,22.34,3,2012-01-03,2012-01-05,Priority,22.34
1466,AZ-2012-9703456,10,753,0.1,286,358,72,20.11,2,2012-01-03,2012-01-05,Priority,20.11
1467,AZ-2012-8553942,425,754,0.0,37,50,13,26.0,1,2012-01-03,2012-01-09,Economy,26.0
1468,AZ-2012-712520,861,755,0.0,127,184,57,30.98,3,2012-01-04,2012-01-08,Economy,30.98
1469,AZ-2012-712520,381,755,0.0,357,673,316,46.95,5,2012-01-04,2012-01-08,Economy,46.95
1470,AZ-2012-4150074,909,756,0.2,112,136,24,17.65,3,2012-01-05,2012-01-09,Economy,17.65
1471,AZ-2012-9602843,688,757,0.0,601,761,160,21.02,2,2012-01-05,2012-01-09,Economy,21.02
1472,AZ-2012-2038976,554,758,0.1,546,893,347,38.86,5,2012-01-05,2012-01-09,Economy,38.86
1473,AZ-2012-6747407,671,759,0.0,291,434,143,32.95,4,2012-01-05,2012-01-05,Immediate,32.95
1474,AZ-2012-6747407,910,759,0.0,34,43,9,20.93,4,2012-01-05,2012-01-05,Immediate,20.93
1475,AZ-2012-6747407,911,759,0.0,289,425,136,32.0,8,2012-01-05,2012-01-05,Immediate,32.0
1476,BN-2012-9614623,424,760,0.5,548,308,-240,-77.92,2,2012-01-05,2012-01-09,Economy,-77.92
1477,AZ-2012-5826581,152,761,0.0,87,100,13,13.0,6,2012-01-06,2012-01-11,Economy,13.0
1478,AZ-2012-8111484,478,762,0.1,54,56,2,3.57,2,2012-01-07,2012-01-10,Priority,3.57
1479,AZ-2012-9827676,825,763,0.0,44,49,5,10.2,4,2012-01-07,2012-01-10,Priority,10.2
1480,AZ-2012-9827676,912,763,0.0,15,26,11,42.31,2,2012-01-07,2012-01-10,Priority,42.31
1481,AZ-2012-9827676,913,763,0.0,627,964,337,34.96,3,2012-01-07,2012-01-10,Priority,34.96
1482,BN-2012-8740514,914,764,0.5,206,112,-94,-83.93,3,2012-01-07,2012-01-11,Economy,-83.93
1483,AZ-2012-3448109,291,765,0.0,352,379,27,7.12,2,2012-01-09,2012-01-13,Economy,7.12
1484,AZ-2012-2353592,915,766,0.0,961,1022,61,5.97,6,2012-01-09,2012-01-15,Economy,5.97
1485,AZ-2012-2353592,793,766,0.0,24,44,20,45.45,2,2012-01-09,2012-01-15,Economy,45.45
1486,AZ-2012-2353592,441,766,0.0,42,60,18,30.0,2,2012-01-09,2012-01-15,Economy,30.0
1487,AZ-2012-2353592,339,766,0.4,210,170,-40,-23.53,2,2012-01-09,2012-01-15,Economy,-23.53
1488,AZ-2012-719087,916,767,0.0,617,920,303,32.93,3,2012-01-09,2012-01-14,Economy,32.93
1489,AZ-2012-1710081,108,768,0.0,77,79,2,2.53,3,2012-01-10,2012-01-16,Economy,2.53
1490,AZ-2012-5999614,917,769,0.5,2070,1294,-776,-59.97,5,2012-01-10,2012-01-11,Priority,-59.97
1491,AZ-2012-5999614,123,769,0.5,171,164,-7,-4.27,6,2012-01-10,2012-01-11,Priority,-4.27
1492,AZ-2012-3272403,77,770,0.0,113,114,1,0.88,2,2012-01-11,2012-01-14,Priority,0.88
1493,AZ-2012-8319286,875,771,0.0,14,17,3,17.65,2,2012-01-12,2012-01-17,Economy,17.65
1494,AZ-2012-8319286,918,771,0.0,51,53,2,3.77,5,2012-01-12,2012-01-17,Economy,3.77
1495,AZ-2012-8319286,767,771,0.0,32,63,31,49.21,3,2012-01-12,2012-01-17,Economy,49.21
1496,AZ-2012-8319286,919,771,0.0,74,79,5,6.33,4,2012-01-12,2012-01-17,Economy,6.33
1497,AZ-2012-8319286,920,771,0.0,1040,1195,155,12.97,5,2012-01-12,2012-01-17,Economy,12.97
1498,AZ-2012-8319286,921,771,0.0,419,558,139,24.91,4,2012-01-12,2012-01-17,Economy,24.91
1499,AZ-2012-9926323,922,772,0.0,60,94,34,36.17,2,2012-01-12,2012-01-17,Economy,36.17
1500,AZ-2012-9926323,923,772,0.0,1139,1560,421,26.99,3,2012-01-12,2012-01-17,Economy,26.99
1501,AZ-2012-9926323,599,772,0.0,21,37,16,43.24,4,2012-01-12,2012-01-17,Economy,43.24
1502,AZ-2012-9926323,924,772,0.0,24,36,12,33.33,1,2012-01-12,2012-01-17,Economy,33.33
1503,AZ-2012-2124025,489,773,0.0,1171,1207,36,2.98,4,2012-01-13,2012-01-16,Priority,2.98
1504,AZ-2012-6068382,200,774,0.0,453,612,159,25.98,3,2012-01-13,2012-01-17,Economy Plus,25.98
1505,AZ-2012-4265765,540,775,0.0,59,59,0,0.0,2,2012-01-14,2012-01-18,Economy,0.0
1506,AZ-2012-4265765,925,775,0.15,378,407,29,7.13,6,2012-01-14,2012-01-18,Economy,7.13
1507,AZ-2012-2350384,926,776,0.0,297,303,6,1.98,6,2012-01-16,2012-01-18,Economy Plus,1.98
1508,AZ-2012-2350384,927,776,0.4,310,224,-86,-38.39,5,2012-01-16,2012-01-18,Economy Plus,-38.39
1509,AZ-2012-3019751,805,777,0.0,233,363,130,35.81,7,2012-01-16,2012-01-23,Economy,35.81
1510,AZ-2012-3019751,928,777,0.0,16,18,2,11.11,3,2012-01-16,2012-01-23,Economy,11.11
1511,AZ-2012-1023749,878,778,0.0,107,107,0,0.0,2,2012-01-16,2012-01-18,Economy Plus,0.0
1512,BN-2012-6672133,898,779,0.1,28,37,9,24.32,3,2012-01-16,2012-01-21,Economy,24.32
1513,BN-2012-6672133,251,779,0.1,71,65,-6,-9.23,3,2012-01-16,2012-01-21,Economy,-9.23
1514,BN-2012-7456673,555,780,0.1,348,435,87,20.0,3,2012-01-16,2012-01-18,Priority,20.0
1515,BN-2012-7456673,692,780,0.1,2284,2284,0,0.0,9,2012-01-16,2012-01-18,Priority,0.0
1516,BN-2012-3611011,929,781,0.5,243,171,-72,-42.11,7,2012-01-17,2012-01-23,Economy,-42.11
1517,AZ-2012-9241286,434,782,0.0,310,340,30,8.82,5,2012-01-18,2012-01-22,Economy,8.82
1518,AZ-2012-5423873,930,783,0.0,183,201,18,8.96,4,2012-01-18,2012-01-23,Economy Plus,8.96
1519,AZ-2012-5423873,592,783,0.0,8,14,6,42.86,3,2012-01-18,2012-01-23,Economy Plus,42.86
1520,AZ-2012-1787398,931,784,0.0,33,53,20,37.74,1,2012-01-18,2012-01-18,Immediate,37.74
1521,AZ-2012-6624087,168,785,0.0,147,257,110,42.8,2,2012-01-18,2012-01-22,Economy,42.8
1522,AZ-2012-6624087,141,785,0.0,168,285,117,41.05,5,2012-01-18,2012-01-22,Economy,41.05
1523,AZ-2012-6624087,339,785,0.0,716,852,136,15.96,6,2012-01-18,2012-01-22,Economy,15.96
1524,BN-2012-1321856,932,786,0.7,775,240,-535,-222.92,3,2012-01-19,2012-01-23,Economy,-222.92
1525,BN-2012-1321856,933,786,0.5,22,22,0,0.0,3,2012-01-19,2012-01-23,Economy,0.0
1526,BN-2012-1321856,934,786,0.5,154,145,-9,-6.21,6,2012-01-19,2012-01-23,Economy,-6.21
1527,BN-2012-1321856,935,786,0.5,54,36,-18,-50.0,3,2012-01-19,2012-01-23,Economy,-50.0
1528,AZ-2012-9749858,21,787,0.0,15,18,3,16.67,2,2012-01-20,2012-01-22,Priority,16.67
1529,BN-2012-5319905,813,788,0.8,341,70,-271,-387.14,7,2012-01-20,2012-01-24,Economy,-387.14
1530,AZ-2012-8708707,936,789,0.5,199,151,-48,-31.79,3,2012-01-22,2012-01-26,Economy,-31.79
1531,AZ-2012-5084110,854,790,0.0,30,41,11,26.83,6,2012-01-23,2012-01-27,Economy,26.83
1532,BN-2012-2002829,486,791,0.4,622,410,-212,-51.71,5,2012-01-23,2012-01-29,Economy,-51.71
1533,BN-2012-5839370,937,792,0.6,1814,1451,-363,-25.02,8,2012-01-23,2012-01-27,Economy,-25.02
1534,BN-2012-5839370,410,792,0.0,171,211,40,18.96,7,2012-01-23,2012-01-27,Economy,18.96
1535,AZ-2012-2484319,84,793,0.0,77,91,14,15.38,3,2012-01-24,2012-01-26,Priority,15.38
1536,AZ-2012-6415862,59,734,0.0,102,152,50,32.89,6,2012-01-24,2012-01-28,Economy,32.89
1537,AZ-2012-6415862,335,734,0.0,6,7,1,14.29,1,2012-01-24,2012-01-28,Economy,14.29
1538,AZ-2012-6415862,255,734,0.0,68,97,29,29.9,6,2012-01-24,2012-01-28,Economy,29.9
1539,AZ-2012-6415862,462,734,0.0,282,503,221,43.94,7,2012-01-24,2012-01-28,Economy,43.94
1540,BN-2012-4743725,938,794,0.1,328,454,126,27.75,3,2012-01-24,2012-01-30,Economy,27.75
1541,BN-2012-4743725,696,794,0.1,622,571,-51,-8.93,5,2012-01-24,2012-01-30,Economy,-8.93
1542,BN-2012-4743725,939,794,0.15,332,332,0,0.0,5,2012-01-24,2012-01-30,Economy,0.0
1543,BN-2012-2518172,940,795,0.4,358,294,-64,-21.77,3,2012-01-24,2012-01-31,Economy,-21.77
1544,AZ-2012-4458558,893,796,0.0,24,32,8,25.0,3,2012-01-25,2012-01-28,Priority,25.0
1545,AZ-2012-6238242,941,797,0.0,38,68,30,44.12,1,2012-01-25,2012-01-30,Economy,44.12
1546,AZ-2012-6238242,544,797,0.0,297,362,65,17.96,7,2012-01-25,2012-01-30,Economy,17.96
1547,AZ-2012-6238242,876,797,0.0,134,231,97,41.99,5,2012-01-25,2012-01-30,Economy,41.99
1548,AZ-2012-6238242,942,797,0.0,164,297,133,44.78,2,2012-01-25,2012-01-30,Economy,44.78
1549,AZ-2012-3008162,943,798,0.0,204,215,11,5.12,9,2012-01-25,2012-01-29,Economy,5.12
1550,AZ-2012-5632093,543,799,0.0,120,132,12,9.09,5,2012-01-25,2012-01-26,Priority,9.09
1551,AZ-2012-5632093,944,799,0.0,64,91,27,29.67,6,2012-01-25,2012-01-26,Priority,29.67
1552,AZ-2012-9961341,630,800,0.0,41,43,2,4.65,3,2012-01-27,2012-01-31,Economy,4.65
1553,AZ-2012-1940547,945,801,0.0,11,14,3,21.43,2,2012-01-27,2012-02-03,Economy,21.43
1554,BN-2012-285450,946,802,0.0,215,303,88,29.04,6,2012-01-27,2012-02-02,Economy,29.04
1555,BN-2012-285450,834,802,0.0,14,18,4,22.22,2,2012-01-27,2012-02-02,Economy,22.22
1556,AZ-2012-9024029,95,803,0.0,26,27,1,3.7,1,2012-01-28,2012-02-02,Economy,3.7
1557,AZ-2012-1068489,487,804,0.0,16,27,11,40.74,4,2012-01-30,2012-02-03,Economy,40.74
1558,AZ-2012-1068489,516,804,0.0,34,41,7,17.07,3,2012-01-30,2012-02-03,Economy,17.07
1559,AZ-2012-2380607,9,805,0.0,31,33,2,6.06,3,2012-01-30,2012-02-01,Economy Plus,6.06
1560,AZ-2012-2380607,947,805,0.0,23,35,12,34.29,3,2012-01-30,2012-02-01,Economy Plus,34.29
